,period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
187,2017-12-01,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
188,2017-12-01,ENC,East North Central,RES,residential,20136945.0,12.9,2280.31637,17675.92485,number of customers,cents per kilowatthour,million dollars,million kilowatthours
189,2017-12-01,ENC,East North Central,TRA,transportation,9.0,6.45,4.03859,62.58611,number of customers,cents per kilowatthour,million dollars,million kilowatthours
190,2017-12-01,WNC,West North Central,ALL,all sectors,11040010.0,9.02,2348.86524,26040.53229,number of customers,cents per kilowatthour,million dollars,million kilowatthours
191,2017-12-01,WNC,West North Central,COM,commercial,1446743.0,8.98,776.80889,8646.95168,number of customers,cents per kilowatthour,million dollars,million kilowatthours
192,2017-12-01,WNC,West North Central,IND,industrial,123912.0,6.42,490.96731,7649.51931,number of customers,cents per kilowatthour,million dollars,million kilowatthours
193,2017-12-01,WNC,West North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
194,2017-12-01,WNC,West North Central,RES,residential,9469352.0,11.1,1080.70489,9739.3471,number of customers,cents per kilowatthour,million dollars,million kilowatthours
195,2017-12-01,WNC,West North Central,TRA,transportation,3.0,8.15,0.38416,4.7142,number of customers,cents per kilowatthour,million dollars,million kilowatthours
196,2017-12-01,SAT,South Atlantic,ALL,all sectors,31672038.0,9.71,6501.01416,66919.74383,number of customers,cents per kilowatthour,million dollars,million kilowatthours
197,2017-12-01,SAT,South Atlantic,COM,commercial,3764675.0,9.36,2314.93659,24724.69576,number of customers,cents per kilowatthour,million dollars,million kilowatthours
198,2017-12-01,SAT,South Atlantic,IND,industrial,82806.0,6.31,724.53171,11480.37882,number of customers,cents per kilowatthour,million dollars,million kilowatthours
199,2017-12-01,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
200,2017-12-01,SAT,South Atlantic,RES,residential,27824544.0,11.29,3453.18549,30598.50128,number of customers,cents per kilowatthour,million dollars,million kilowatthours
201,2017-12-01,SAT,South Atlantic,TRA,transportation,13.0,7.2,8.36037,116.16797,number of customers,cents per kilowatthour,million dollars,million kilowatthours
202,2017-12-01,ESC,East South Central,ALL,all sectors,9767261.0,9.18,2326.97092,25355.74637,number of customers,cents per kilowatthour,million dollars,million kilowatthours
203,2017-12-01,ESC,East South Central,COM,commercial,1399961.0,10.57,738.1483,6983.76147,number of customers,cents per kilowatthour,million dollars,million kilowatthours
204,2017-12-01,ESC,East South Central,IND,industrial,27334.0,5.8,478.04193,8236.69188,number of customers,cents per kilowatthour,million dollars,million kilowatthours
205,2017-12-01,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
206,2017-12-01,ESC,East South Central,RES,residential,8339966.0,10.96,1110.78069,10135.29302,number of customers,cents per kilowatthour,million dollars,million kilowatthours
207,2017-12-01,ESC,East South Central,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
208,2017-12-01,VA,Virginia,IND,industrial,3679.0,6.11,88.09311,1441.22789,number of customers,cents per kilowatthour,million dollars,million kilowatthours
209,2017-12-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
210,2017-12-01,VA,Virginia,RES,residential,3414160.0,10.76,492.71538,4581.07886,number of customers,cents per kilowatthour,million dollars,million kilowatthours
211,2022-06-01,VT,Vermont,COM,commercial,60993.0,17.28,27.14611,157.09962,number of customers,cents per kilowatthour,million dollars,million kilowatthours
212,2022-06-01,UT,Utah,RES,residential,1175710.0,11.24,113.17103,1006.91347,number of customers,cents per kilowatthour,million dollars,million kilowatthours
213,2022-06-01,UT,Utah,TRA,transportation,1.0,12.81,0.48809,3.80951,number of customers,cents per kilowatthour,million dollars,million kilowatthours
214,2022-06-01,VT,Vermont,ALL,all sectors,381826.0,17.12,73.6071,430.02604,number of customers,cents per kilowatthour,million dollars,million kilowatthours
215,2022-06-01,VT,Vermont,IND,industrial,245.0,12.29,14.15203,115.10461,number of customers,cents per kilowatthour,million dollars,million kilowatthours
216,2022-06-01,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
217,2022-06-01,VT,Vermont,RES,residential,320588.0,20.47,32.30897,157.82181,number of customers,cents per kilowatthour,million dollars,million kilowatthours
218,2022-06-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
219,2022-06-01,VA,Virginia,ALL,all sectors,4042061.0,10.73,1139.04396,10618.29747,number of customers,cents per kilowatthour,million dollars,million kilowatthours
220,2022-06-01,VA,Virginia,COM,commercial,445480.0,9.46,481.92537,5094.69064,number of customers,cents per kilowatthour,million dollars,million kilowatthours
221,2022-06-01,VA,Virginia,IND,industrial,3714.0,7.96,128.71817,1616.65623,number of customers,cents per kilowatthour,million dollars,million kilowatthours
222,2022-06-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
223,2022-06-01,VA,Virginia,RES,residential,3592866.0,13.53,526.9782,3893.78543,number of customers,cents per kilowatthour,million dollars,million kilowatthours
224,2022-06-01,VA,Virginia,TRA,transportation,1.0,10.8,1.42222,13.16518,number of customers,cents per kilowatthour,million dollars,million kilowatthours
225,2022-06-01,WA,Washington,ALL,all sectors,3694543.0,8.81,585.55555,6646.90416,number of customers,cents per kilowatthour,million dollars,million kilowatthours
226,2022-06-01,WA,Washington,COM,commercial,402712.0,9.5,215.80302,2271.3638,number of customers,cents per kilowatthour,million dollars,million kilowatthours
227,2022-06-01,WA,Washington,IND,industrial,27127.0,5.59,101.56924,1818.01361,number of customers,cents per kilowatthour,million dollars,million kilowatthours
228,2022-06-01,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
229,2022-06-01,WA,Washington,RES,residential,3264699.0,10.49,267.12681,2546.9468,number of customers,cents per kilowatthour,million dollars,million kilowatthours
230,2022-06-01,WA,Washington,TRA,transportation,5.0,9.99,1.05648,10.57994,number of customers,cents per kilowatthour,million dollars,million kilowatthours
231,2022-06-01,WV,West Virginia,ALL,all sectors,1023311.0,9.98,262.07256,2624.73522,number of customers,cents per kilowatthour,million dollars,million kilowatthours
232,2022-06-01,WV,West Virginia,COM,commercial,149622.0,10.42,64.8166,621.81668,number of customers,cents per kilowatthour,million dollars,million kilowatthours
233,2022-06-01,WV,West Virginia,IND,industrial,11211.0,7.18,85.40281,1189.89362,number of customers,cents per kilowatthour,million dollars,million kilowatthours
234,2022-06-01,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
235,2022-06-01,WV,West Virginia,RES,residential,862478.0,13.76,111.85315,813.02492,number of customers,cents per kilowatthour,million dollars,million kilowatthours
236,2022-06-01,WV,West Virginia,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
237,2022-06-01,WI,Wisconsin,ALL,all sectors,3156910.0,12.61,750.26873,5949.95289,number of customers,cents per kilowatthour,million dollars,million kilowatthours
238,2022-06-01,WI,Wisconsin,RES,residential,2786894.0,16.15,314.45463,1947.43328,number of customers,cents per kilowatthour,million dollars,million kilowatthours
239,2022-06-01,WI,Wisconsin,COM,commercial,364415.0,12.45,251.36344,2018.41589,number of customers,cents per kilowatthour,million dollars,million kilowatthours
240,2022-06-01,WI,Wisconsin,IND,industrial,5599.0,9.3,184.43522,1984.01643,number of customers,cents per kilowatthour,million dollars,million kilowatthours
241,2022-06-01,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
242,2017-11-01,RI,Rhode Island,IND,industrial,1782.0,14.6,8.17853,56.01953,number of customers,cents per kilowatthour,million dollars,million kilowatthours
243,2017-11-01,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
244,2017-11-01,RI,Rhode Island,RES,residential,445561.0,20.5,45.93834,224.12425,number of customers,cents per kilowatthour,million dollars,million kilowatthours
245,2017-11-01,RI,Rhode Island,TRA,transportation,1.0,16.93,0.38363,2.26547,number of customers,cents per kilowatthour,million dollars,million kilowatthours
246,2017-11-01,SC,South Carolina,ALL,all sectors,2642467.0,9.62,562.28742,5842.55026,number of customers,cents per kilowatthour,million dollars,million kilowatthours
247,2017-11-01,SC,South Carolina,COM,commercial,375620.0,10.48,168.78025,1610.62866,number of customers,cents per kilowatthour,million dollars,million kilowatthours
248,2017-11-01,SC,South Carolina,IND,industrial,4336.0,5.99,131.17642,2191.63693,number of customers,cents per kilowatthour,million dollars,million kilowatthours
249,2017-11-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
250,2017-11-01,SC,South Carolina,RES,residential,2262511.0,12.86,262.33076,2040.28467,number of customers,cents per kilowatthour,million dollars,million kilowatthours
251,2017-11-01,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
252,2017-11-01,SD,South Dakota,ALL,all sectors,473646.0,10.09,99.77061,989.19916,number of customers,cents per kilowatthour,million dollars,million kilowatthours
253,2017-11-01,SD,South Dakota,COM,commercial,71550.0,9.77,37.0992,379.62251,number of customers,cents per kilowatthour,million dollars,million kilowatthours
254,2017-11-01,SD,South Dakota,IND,industrial,3797.0,7.96,18.22063,228.7656,number of customers,cents per kilowatthour,million dollars,million kilowatthours
255,2017-11-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
256,2017-11-01,SD,South Dakota,RES,residential,398299.0,11.67,44.45079,380.81106,number of customers,cents per kilowatthour,million dollars,million kilowatthours
257,2017-11-01,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
258,2017-11-01,TN,Tennessee,ALL,all sectors,3347107.0,9.49,674.63212,7111.26945,number of customers,cents per kilowatthour,million dollars,million kilowatthours
259,2017-11-01,TN,Tennessee,COM,commercial,486776.0,10.58,272.34064,2575.25134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
260,2017-11-01,TN,Tennessee,IND,industrial,1172.0,5.81,107.26298,1845.20888,number of customers,cents per kilowatthour,million dollars,million kilowatthours
261,2017-11-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
262,2017-11-01,TN,Tennessee,RES,residential,2859159.0,10.96,295.0285,2690.80923,number of customers,cents per kilowatthour,million dollars,million kilowatthours
263,2017-11-01,TN,Tennessee,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
264,2017-11-01,TX,Texas,ALL,all sectors,12479871.0,8.17,2386.91795,29232.94396,number of customers,cents per kilowatthour,million dollars,million kilowatthours
265,2017-11-01,TX,Texas,COM,commercial,1516387.0,8.31,851.89714,10256.8145,number of customers,cents per kilowatthour,million dollars,million kilowatthours
266,2017-11-01,TX,Texas,IND,industrial,114018.0,5.17,507.97348,9826.14982,number of customers,cents per kilowatthour,million dollars,million kilowatthours
267,2017-11-01,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
268,2017-11-01,TX,Texas,RES,residential,10849463.0,11.23,1025.72718,9133.56157,number of customers,cents per kilowatthour,million dollars,million kilowatthours
269,2017-11-01,TX,Texas,TRA,transportation,3.0,8.04,1.32015,16.41807,number of customers,cents per kilowatthour,million dollars,million kilowatthours
270,2017-11-01,UT,Utah,ALL,all sectors,1208805.0,7.99,183.74819,2298.72425,number of customers,cents per kilowatthour,million dollars,million kilowatthours
271,2017-11-01,UT,Utah,COM,commercial,127739.0,8.06,74.52543,924.40811,number of customers,cents per kilowatthour,million dollars,million kilowatthours
272,2017-11-01,UT,Utah,IND,industrial,9575.0,5.67,40.94712,722.76401,number of customers,cents per kilowatthour,million dollars,million kilowatthours
273,2017-11-01,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
274,2017-11-01,UT,Utah,RES,residential,1071490.0,10.48,67.83513,647.39654,number of customers,cents per kilowatthour,million dollars,million kilowatthours
275,2017-11-01,UT,Utah,TRA,transportation,1.0,10.6,0.44051,4.15559,number of customers,cents per kilowatthour,million dollars,million kilowatthours
276,2017-11-01,VT,Vermont,ALL,all sectors,370703.0,14.65,63.5849,434.04854,number of customers,cents per kilowatthour,million dollars,million kilowatthours
277,2017-11-01,VT,Vermont,COM,commercial,56559.0,14.91,22.91787,153.67108,number of customers,cents per kilowatthour,million dollars,million kilowatthours
278,2017-11-01,VT,Vermont,IND,industrial,186.0,10.0,12.05476,120.51255,number of customers,cents per kilowatthour,million dollars,million kilowatthours
279,2017-11-01,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
280,2017-11-01,VT,Vermont,RES,residential,313958.0,17.9,28.61227,159.86491,number of customers,cents per kilowatthour,million dollars,million kilowatthours
281,2017-11-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
282,2017-11-01,VA,Virginia,ALL,all sectors,3835845.0,9.07,780.986,8615.04195,number of customers,cents per kilowatthour,million dollars,million kilowatthours
283,2017-11-01,VA,Virginia,COM,commercial,422612.0,8.01,330.57025,4129.03541,number of customers,cents per kilowatthour,million dollars,million kilowatthours
284,2017-11-01,VA,Virginia,IND,industrial,3675.0,6.68,88.95899,1332.20257,number of customers,cents per kilowatthour,million dollars,million kilowatthours
285,2017-11-01,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
286,2017-11-01,VA,Virginia,RES,residential,3409557.0,11.47,360.29256,3140.17031,number of customers,cents per kilowatthour,million dollars,million kilowatthours
287,2017-11-01,VA,Virginia,TRA,transportation,1.0,8.54,1.1642,13.63367,number of customers,cents per kilowatthour,million dollars,million kilowatthours
288,2017-11-01,WA,Washington,ALL,all sectors,3459578.0,8.12,614.73402,7567.30618,number of customers,cents per kilowatthour,million dollars,million kilowatthours
289,2017-11-01,WA,Washington,COM,commercial,383221.0,8.65,208.91086,2415.40991,number of customers,cents per kilowatthour,million dollars,million kilowatthours
290,2017-11-01,WA,Washington,IND,industrial,26973.0,4.74,91.68649,1933.38059,number of customers,cents per kilowatthour,million dollars,million kilowatthours
291,2017-11-01,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
292,2017-11-01,WA,Washington,RES,residential,3049378.0,9.76,314.06509,3217.78819,number of customers,cents per kilowatthour,million dollars,million kilowatthours
293,2017-11-01,WA,Washington,TRA,transportation,6.0,9.84,0.07159,0.72749,number of customers,cents per kilowatthour,million dollars,million kilowatthours
294,2017-11-01,WV,West Virginia,ALL,all sectors,1014938.0,9.0,238.66565,2652.07785,number of customers,cents per kilowatthour,million dollars,million kilowatthours
295,2017-11-01,WV,West Virginia,COM,commercial,144513.0,9.83,59.21082,602.65022,number of customers,cents per kilowatthour,million dollars,million kilowatthours
